,name,price
0,liveauctioneer_54.jpg,19000.0
1,liveauctioneer_55.jpg,18500.0
2,liveauctioneer_56.jpg,18495.0
3,liveauctioneer_57.jpg,18000.0
4,liveauctioneer_58.jpg,17000.0
5,liveauctioneer_59.jpg,16000.0
6,liveauctioneer_60.jpg,16000.0
7,liveauctioneer_61.jpg,15250.0
8,liveauctioneer_62.jpg,15000.0
9,liveauctioneer_63.jpg,15000.0
10,liveauctioneer_64.jpg,15000.0
11,liveauctioneer_65.jpg,15000.0
12,liveauctioneer_66.jpg,14750.0
13,liveauctioneer_67.jpg,14040.0
14,liveauctioneer_68.jpg,14000.0
15,liveauctioneer_69.jpg,14000.0
16,liveauctioneer_70.jpg,14000.0
17,liveauctioneer_71.jpg,14000.0
18,liveauctioneer_72.jpg,14000.0
19,liveauctioneer_73.jpg,14000.0
20,liveauctioneer_74.jpg,14000.0
21,liveauctioneer_75.jpg,14000.0
22,liveauctioneer_76.jpg,14000.0
23,liveauctioneer_77.jpg,14000.0
24,liveauctioneer_78.jpg,14000.0
25,liveauctioneer_79.jpg,13700.000000000002
26,liveauctioneer_80.jpg,13300.0
27,liveauctioneer_81.jpg,12870.0
28,liveauctioneer_82.jpg,12870.0
29,liveauctioneer_83.jpg,13000.0
30,liveauctioneer_84.jpg,13000.0
31,liveauctioneer_85.jpg,13000.0
32,liveauctioneer_86.jpg,12250.0
33,liveauctioneer_87.jpg,12250.0
34,liveauctioneer_88.jpg,12330.000000000002
35,liveauctioneer_89.jpg,11900.0
36,liveauctioneer_90.jpg,12000.0
37,liveauctioneer_91.jpg,12000.0
38,liveauctioneer_92.jpg,12000.0
39,liveauctioneer_93.jpg,12000.0
40,liveauctioneer_94.jpg,12000.0
41,liveauctioneer_95.jpg,12000.0
42,liveauctioneer_96.jpg,12000.0
43,liveauctioneer_97.jpg,12000.0
44,liveauctioneer_98.jpg,12000.0
45,liveauctioneer_99.jpg,12000.0
46,liveauctioneer_100.jpg,11115.0
47,liveauctioneer_101.jpg,11500.0
48,liveauctioneer_102.jpg,10998.0
49,liveauctioneer_103.jpg,11400.0
50,liveauctioneer_104.jpg,11000.0
51,liveauctioneer_105.jpg,11000.0
52,liveauctioneer_106.jpg,11000.0
53,liveauctioneer_107.jpg,11000.0
54,liveauctioneer_108.jpg,10960.0
55,liveauctioneer_109.jpg,10960.0
56,liveauctioneer_110.jpg,9945.0
57,liveauctioneer_111.jpg,9945.0
58,liveauctioneer_112.jpg,10000.0
59,liveauctioneer_113.jpg,10000.0
60,liveauctioneer_114.jpg,10000.0
61,liveauctioneer_115.jpg,10000.0
62,liveauctioneer_116.jpg,10000.0
63,liveauctioneer_117.jpg,9800.0
64,liveauctioneer_118.jpg,9360.0
65,liveauctioneer_119.jpg,9000.0
66,liveauctioneer_120.jpg,9864.0
67,liveauctioneer_121.jpg,9750.0
68,liveauctioneer_122.jpg,9700.0
69,liveauctioneer_123.jpg,9500.0
70,liveauctioneer_124.jpg,9000.0
71,liveauctioneer_125.jpg,10400.0
72,liveauctioneer_126.jpg,9000.0
73,liveauctioneer_127.jpg,9000.0
74,liveauctioneer_128.jpg,9000.0
75,liveauctioneer_129.jpg,9000.0
76,liveauctioneer_130.jpg,9100.0
77,liveauctioneer_131.jpg,8750.0
78,liveauctioneer_132.jpg,8189.999999999999
79,liveauctioneer_133.jpg,8400.0
80,liveauctioneer_134.jpg,8400.0
81,liveauctioneer_135.jpg,8500.0
82,liveauctioneer_136.jpg,8500.0
83,liveauctioneer_137.jpg,8500.0
84,liveauctioneer_138.jpg,8500.0
85,liveauctioneer_139.jpg,8500.0
86,liveauctioneer_140.jpg,8500.0
87,liveauctioneer_141.jpg,8500.0
88,liveauctioneer_142.jpg,8000.0
89,liveauctioneer_143.jpg,8000.0
90,liveauctioneer_144.jpg,8250.0
91,liveauctioneer_145.jpg,8250.0
92,liveauctioneer_146.jpg,8000.0
93,liveauctioneer_147.jpg,8000.0
94,liveauctioneer_148.jpg,8000.0
95,liveauctioneer_149.jpg,8000.0
96,liveauctioneer_150.jpg,8000.0
97,liveauctioneer_151.jpg,8000.0
98,liveauctioneer_152.jpg,7874.999999999999
99,liveauctioneer_153.jpg,7600.0
100,liveauctioneer_154.jpg,7600.0
101,liveauctioneer_155.jpg,7750.0
102,liveauctioneer_156.jpg,7500.0
103,liveauctioneer_157.jpg,7500.0
104,liveauctioneer_158.jpg,7500.0
105,liveauctioneer_159.jpg,7500.0
106,liveauctioneer_160.jpg,7500.0
107,liveauctioneer_161.jpg,7500.0
108,liveauctioneer_162.jpg,7500.0
109,liveauctioneer_163.jpg,7500.0
110,liveauctioneer_164.jpg,7500.0
111,liveauctioneer_165.jpg,7500.0
112,liveauctioneer_166.jpg,7020.0
113,liveauctioneer_167.jpg,7020.0
114,liveauctioneer_168.jpg,7020.0
115,liveauctioneer_169.jpg,7220.0
116,liveauctioneer_170.jpg,7000.0
117,liveauctioneer_171.jpg,7000.0
118,liveauctioneer_172.jpg,7000.0
119,liveauctioneer_173.jpg,7000.0
120,liveauctioneer_174.jpg,7000.0
121,liveauctioneer_175.jpg,7000.0
122,liveauctioneer_176.jpg,7000.0
123,liveauctioneer_177.jpg,6750.0
124,liveauctioneer_178.jpg,6435.0
125,liveauctioneer_179.jpg,6435.0
126,liveauctioneer_180.jpg,6715.0
127,liveauctioneer_181.jpg,6715.0
128,liveauctioneer_182.jpg,6000.0
129,liveauctioneer_183.jpg,6000.0
130,liveauctioneer_184.jpg,6500.0
131,liveauctioneer_185.jpg,6500.0
132,liveauctioneer_186.jpg,6500.0
133,liveauctioneer_187.jpg,6500.0
134,liveauctioneer_188.jpg,6500.0
135,liveauctioneer_189.jpg,6500.0
136,liveauctioneer_190.jpg,6500.0
137,liveauctioneer_191.jpg,6500.0
138,liveauctioneer_192.jpg,6500.0
139,liveauctioneer_193.jpg,6250.0
140,liveauctioneer_194.jpg,6250.0
141,liveauctioneer_195.jpg,5850.0
142,liveauctioneer_196.jpg,5850.0
143,liveauctioneer_197.jpg,6000.0
144,liveauctioneer_198.jpg,6000.0
145,liveauctioneer_199.jpg,6000.0
146,liveauctioneer_200.jpg,6000.0
147,liveauctioneer_201.jpg,6000.0
148,liveauctioneer_202.jpg,6000.0
149,liveauctioneer_203.jpg,6000.0
150,liveauctioneer_204.jpg,6028.000000000001
151,liveauctioneer_205.jpg,5750.0
152,liveauctioneer_206.jpg,5750.0
153,liveauctioneer_207.jpg,5500.0
154,liveauctioneer_208.jpg,5500.0
155,liveauctioneer_209.jpg,5500.0
156,liveauctioneer_210.jpg,5500.0
157,liveauctioneer_211.jpg,5500.0
158,liveauctioneer_212.jpg,5500.0
159,liveauctioneer_213.jpg,5500.0
160,liveauctioneer_214.jpg,5500.0
161,liveauctioneer_215.jpg,5500.0
162,liveauctioneer_216.jpg,5500.0
163,liveauctioneer_217.jpg,5500.0
164,liveauctioneer_218.jpg,5265.0
165,liveauctioneer_219.jpg,5000.0
166,liveauctioneer_220.jpg,5480.0
167,liveauctioneer_221.jpg,5148.0
168,liveauctioneer_222.jpg,5250.0
169,liveauctioneer_223.jpg,5200.0
170,liveauctioneer_224.jpg,5206.0
171,liveauctioneer_225.jpg,5000.0
172,liveauctioneer_226.jpg,5000.0
173,liveauctioneer_227.jpg,5000.0
174,liveauctioneer_228.jpg,5000.0
175,liveauctioneer_229.jpg,5000.0
176,liveauctioneer_230.jpg,5000.0
177,liveauctioneer_231.jpg,5000.0
178,liveauctioneer_232.jpg,5000.0
179,liveauctioneer_233.jpg,5000.0
180,liveauctioneer_234.jpg,5000.0
181,liveauctioneer_235.jpg,5000.0
182,liveauctioneer_236.jpg,5000.0
183,liveauctioneer_237.jpg,5000.0
184,liveauctioneer_238.jpg,5000.0
185,liveauctioneer_239.jpg,5000.0
186,liveauctioneer_240.jpg,5000.0
187,liveauctioneer_241.jpg,5000.0
188,liveauctioneer_242.jpg,5000.0
189,liveauctioneer_243.jpg,5000.0
190,liveauctioneer_244.jpg,5000.0
191,liveauctioneer_245.jpg,5000.0
192,liveauctioneer_246.jpg,5000.0
193,liveauctioneer_247.jpg,5000.0
194,liveauctioneer_248.jpg,4750.0
195,liveauctioneer_249.jpg,4932.0
196,liveauctioneer_250.jpg,4680.0
197,liveauctioneer_251.jpg,4800.0
198,liveauctioneer_252.jpg,4800.0
199,liveauctioneer_253.jpg,4800.0
200,liveauctioneer_254.jpg,4750.0
201,liveauctioneer_255.jpg,4750.0
202,liveauctioneer_256.jpg,4750.0
203,liveauctioneer_257.jpg,4750.0
204,liveauctioneer_258.jpg,4750.0
205,liveauctioneer_259.jpg,4750.0
206,liveauctioneer_260.jpg,4750.0
207,liveauctioneer_261.jpg,4750.0
208,liveauctioneer_262.jpg,4750.0
209,liveauctioneer_263.jpg,4750.0
210,liveauctioneer_264.jpg,4750.0
211,liveauctioneer_265.jpg,4750.0
212,liveauctioneer_266.jpg,4750.0
213,liveauctioneer_267.jpg,4750.0
214,liveauctioneer_268.jpg,4750.0
215,liveauctioneer_269.jpg,4750.0
216,liveauctioneer_270.jpg,4750.0
217,liveauctioneer_271.jpg,4750.0
218,liveauctioneer_272.jpg,4750.0
219,liveauctioneer_273.jpg,4750.0
220,liveauctioneer_274.jpg,4750.0
